"SAMPLE_ID"	"TOX21_ID"	"CAS"	"PUBCHEM_SID"	"SAMPLE_NAME"	"PURITY_RATING"	"PURITY_RATING_4M"	"PUBCHEM_CID"	"LAST_MODIFIED"	"SMILES"
"NCGC00357106-01"	"Tox21_303833"	"3277-26-7"	251919896	"1,1,3,3-Tetramethyldisiloxane"	"Fns"	""	"6327482"	16-JAN-19 01.02.54.000000000 PM	"C[SiH](C)O[SiH](C)C"
"NCGC00260668-01"	"Tox21_200944"	"38716-68-6"	144208142	"5-(Hydroxymethyl-2-furoyl)glycine"	"A"	"A"	"6537488"	16-JAN-19 01.02.54.000000000 PM	"O=C(NCC(=O)O)c1ccc(CO)o1"
"NCGC00319018-01"	"Tox21_113984"	"105613-48-7"	170465570	"Exametazime"	"Z"	"F"	"9552071"	16-JAN-19 01.02.54.000000000 PM	"C/C(=N\O)[C@@H](C)NCC(C)(C)CN[C@H](C)C(\C)=N\O"
"NCGC00356962-01"	"Tox21_303761"	"29548-30-9"	251919812	"Farnesyl acetate"	"I"	""	"94403"	16-JAN-19 01.02.54.000000000 PM	"CC(=O)OCC=C(C)CCC=C(C)CC\C=C(/C)C"
"NCGC00357032-01"	"Tox21_303719"	"122-01-0"	251919858	"4-Chlorobenzoyl chloride"	"F"	""	"8501"	16-JAN-19 01.02.54.000000000 PM	"O=C(Cl)c1ccc(Cl)cc1"
"NCGC00357287-01"	"Tox21_303989"	"126-75-0"	251919666	"Demeton-S"	"A"	""	"24723"	16-JAN-19 01.02.54.000000000 PM	"CCOP(=O)(OCC)SCCSCC"
"NCGC00357058-01"	"Tox21_303762"	"87-41-2"	251919962	"Phthalide"	"A"	""	"6885"	16-JAN-19 01.02.54.000000000 PM	"O=C1OCc2ccccc12"
"NCGC00260235-01"	"Tox21_202687"	"401788-99-6"	144209885	"1-Butyl-4-methylpyridinium hexafluorophosphate"	"FNS"	""	"11254899"	16-JAN-19 01.02.54.000000000 PM	"Cc1cc[n+](CCCC)cc1.F[P-](F)(F)(F)(F)F"
"NCGC00260238-01"	"Tox21_202690"	"343952-33-0"	144209888	"1-Butyl-4-methylpyridinium tetrafluoroborate"	"A"	"A"	"11492406"	16-JAN-19 01.02.54.000000000 PM	"Cc1cc[n+](CCCC)cc1.F[B-](F)(F)F"
"NCGC00013015-01"	"Tox21_110002"	"5328-41-6"	144203553	"D-Gluconic acid, barium salt"	"F"	""	"89753"	16-JAN-19 01.02.54.000000000 PM	"[Ba+2].O[C@H]([C@@H](O)C([O-])=O)[C@H](O)[C@H](O)CO.[O-]C(=O)[C@H](O)[C@@H](O)[C@H](O)[C@H](O)CO"
"NCGC00015958-03"	"Tox21_110267"	"129-56-6"	144203818	"SP-600125"	"A"	"A"	"8515"	16-JAN-19 01.02.54.000000000 PM	"O=C4c1cccc2nnc(c12)c3ccccc34"
"NCGC00015801-02"	"Tox21_110223"	"6493-05-6"	144203774	"Pentoxifylline"	"A"	"A"	"4740"	16-JAN-19 01.02.54.000000000 PM	"CC(=O)CCCCN2C(=O)c1n(C)cnc1N(C)C2=O"
"NCGC00015074-10"	"Tox21_110078"	"59-66-5"	144203629	"Acetazolamide"	"A"	"A"	"1986"	16-JAN-19 01.02.54.000000000 PM	"O=S(N)(=O)c1nnc(NC(C)=O)s1"
"NCGC00016777-01"	"Tox21_110605"	"23288-49-5"	144204156	"Probucol"	"A"	"A"	"4912"	16-JAN-19 01.02.54.000000000 PM	"CC(C)(C)c2cc(SC(C)(C)Sc1cc(c(O)c(c1)C(C)(C)C)C(C)(C)C)cc(c2O)C(C)(C)C"
"NCGC00016646-02"	"Tox21_110543"	"4093-35-0"	144204094	"Bromopride"	"A"	"A"	"2446"	16-JAN-19 01.02.54.000000000 PM	"Nc1cc(OC)c(cc1Br)C(=O)NCCN(CC)CC"
"NCGC00016845-01"	"Tox21_110642"	"39878-70-1"	144204193	"Talampicillin hydrochloride"	"I"	"I"	"20055558"	16-JAN-19 01.02.54.000000000 PM	"Cl.NC(c1ccccc1)C(=O)N[C@@H]5C(=O)N4[C@@H](C(=O)OC3OC(=O)c2ccccc23)C(C)(C)S[C@@H]45"
"NCGC00016860-01"	"Tox21_110652"	"51022-98-1"	144204203	"Butirosin disulfate"	"Fns"	"Fns"	"60196265"	16-JAN-19 01.02.54.000000000 PM	"O=S(=O)(O)O.O=S(=O)(O)O.NCC[C@H](O)C(=O)N[C@@H]3C[C@H](N)[C@@H](O[C@H]1O[C@H](CN)[C@@H](O)[C@H](O)[C@H]1N)[C@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)[C@H]3O"
"NCGC00026844-02"	"Tox21_110970"	"4394-05-2"	144204521	"Nixylic acid"	"A"	"A"	"71827"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)c2cccnc2Nc1cccc(C)c1C"
"NCGC00254652-01"	"Tox21_300746"	"94-74-6"	144211063	"MCPA"	"A"	"A"	"7204"	16-JAN-19 01.02.54.000000000 PM	"Clc1cc(C)c(OCC(=O)O)cc1"
"NCGC00254390-01"	"Tox21_300589"	"62-38-4"	144210906	"Phenylmercuric acetate"	"A"	""	"16682730"	16-JAN-19 01.02.54.000000000 PM	"CC(=O)O[Hg]c1ccccc1"
"NCGC00254459-01"	"Tox21_300358"	"89-83-8"	144210676	"Thymol"	"A"	"A"	"6989"	16-JAN-19 01.02.54.000000000 PM	"CC(C)c1ccc(C)cc1O"
"NCGC00254565-01"	"Tox21_300657"	"115-29-7"	144210974	"Endosulfan"	"F"	""	"3224"	16-JAN-19 01.02.54.000000000 PM	"ClC2=C(Cl)C3(Cl)C1COS(=O)OCC1C2(Cl)C3(Cl)Cl"
"NCGC00254809-01"	"Tox21_300905"	"88-30-2"	144211222	"3-Trifluoromethyl-4-nitrophenol"	"A"	"A"	"6931"	16-JAN-19 01.02.54.000000000 PM	"O=[N+]([O-])c1ccc(O)cc1C(F)(F)F"
"NCGC00255427-01"	"Tox21_301560"	"63837-33-2"	144211877	"Diofenolan"	"A"	"A"	"4578030"	16-JAN-19 01.02.54.000000000 PM	"CCC3OC(COc2ccc(Oc1ccccc1)cc2)CO3"
"NCGC00091196-01"	"Tox21_111100"	"95-95-4"	144204651	"2,4,5-Trichlorophenol"	"A"	"A"	"7271"	16-JAN-19 01.02.54.000000000 PM	"Oc1cc(Cl)c(Cl)cc1Cl"
"NCGC00167554-01"	"Tox21_112549"	"72-57-1"	144206102	"C.I. Direct Blue 14"	""	""	"6364560"	16-JAN-19 01.02.54.000000000 PM	"[Na+].[Na+].[Na+].[Na+].[O-]S(=O)(=O)c5cc(N)c6c(O)c(/N=N/c1ccc(cc1C)c4ccc(/N=N/c3c(O)c2c(cc(cc2N)S([O-])(=O)=O)cc3S([O-])(=O)=O)c(C)c4)c(cc6c5)S([O-])(=O)=O"
"NCGC00254818-01"	"Tox21_300914"	"88-82-4"	144211231	"2,3,5-Triiodobenzoic acid"	"A"	"A"	"6948"	16-JAN-19 01.02.54.000000000 PM	"Ic1c(cc(I)cc1I)C(=O)O"
"NCGC00254891-01"	"Tox21_300989"	"110-21-4"	144211306	"Biurea"	"AC"	"Ac"	"8039"	16-JAN-19 01.02.54.000000000 PM	"NC(=O)NNC(N)=O"
"NCGC00255057-01"	"Tox21_301159"	"107-43-7"	144211476	"Betaine"	"A"	""	"247"	16-JAN-19 01.02.54.000000000 PM	"C[N+](C)(C)CC([O-])=O"
"NCGC00259708-01"	"Tox21_202159"	"610-39-9"	144209357	"3,4-Dinitrotoluene"	"A"	"A"	"11883"	16-JAN-19 01.02.54.000000000 PM	"O=[N+]([O-])c1cc(C)ccc1[N+]([O-])=O"
"NCGC00015959-03"	"Tox21_110268"	"2447-54-3"	144203819	"Sanguinarine"	"A"	"A"	"5154"	16-JAN-19 01.02.54.000000000 PM	"C[n+]2cc1c6OCOc6ccc1c3ccc4cc5OCOc5cc4c23"
"NCGC00160564-01"	"Tox21_111903"	"101-71-3"	144205456	"Diphenan"	"A"	"A"	"7572"	16-JAN-19 01.02.54.000000000 PM	"O=C(N)Oc1ccc(cc1)Cc2ccccc2"
"NCGC00166135-01"	"Tox21_112332"	"34273-10-4"	144205885	"Saralasin"	"Z"	"Z"	"6324663"	16-JAN-19 01.02.54.000000000 PM	"O=C(N[C@@H](C)C(=O)O)[C@@H]3CCCN3C(=O)[C@H](Cc1cncn1)NC(=O)[C@@H](NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)CNC)C(C)C)C(C)C"
"NCGC00181783-02"	"Tox21_113422"	"123663-49-0"	144206972	"Iguratimod"	"A"	"A"	"124246"	16-JAN-19 01.02.54.000000000 PM	"CS(=O)(=O)Nc2cc3OC=C(NC=O)C(=O)c3cc2Oc1ccccc1"
"NCGC00253958-01"	"Tox21_300022"	"112-05-0"	144210342	"Nonanoic acid"	"A"	"A"	"8158"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)CCCCCCCC"
"NCGC00254631-01"	"Tox21_300725"	"2642-82-2"	144211042	"2,2-Bis(4-chlorophenyl)ethanol"	"A"	"A"	"17533"	16-JAN-19 01.02.54.000000000 PM	"Clc1ccc(cc1)C(CO)c2ccc(Cl)cc2"
"NCGC00017128-01"	"Tox21_110791"	"64485-93-4"	144204342	"Cefotaxime sodium"	"B"	"D"	"23672566"	16-JAN-19 01.02.54.000000000 PM	"[Na+].Nc1scc(n1)/C(=N\OC)C(=O)N[C@@H]3C(=O)N2C(=C(COC(C)=O)CS[C@@H]23)C([O-])=O"
"NCGC00018221-06"	"Tox21_110841"	"132-60-5"	144204392	"Cinchophen"	"A"	"A"	"8593"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)c1cc(nc2ccccc12)c3ccccc3"
"NCGC00024257-04"	"Tox21_110897"	"61-76-7"	144204448	"Phenylephrine hydrochloride"	"A"	"A"	"5284443"	16-JAN-19 01.02.54.000000000 PM	"Cl.O[C@@H](CNC)c1cc(O)ccc1"
"NCGC00258540-01"	"Tox21_200987"	"521-18-6"	144208185	"5alpha-Dihydrotestosterone"	"A"	"A"	"10635"	16-JAN-19 01.02.54.000000000 PM	"O=C3C[C@@H]4CC[C@@H]1[C@H](CC[C@]2(C)[C@@H](O)CC[C@@H]12)[C@@]4(C)CC3"
"NCGC00258567-01"	"Tox21_201014"	"59820-43-8"	144208212	"HC Yellow 4"	"A"	"A"	"62158"	16-JAN-19 01.02.54.000000000 PM	"[O-][N+](=O)c1cc(OCCO)c(cc1)NCCO"
"NCGC00257099-01"	"Tox21_303039"	"104-94-9"	144213356	"4-Methoxyaniline"	"A"	"A"	"7732"	16-JAN-19 01.02.54.000000000 PM	"Nc1ccc(OC)cc1"
"NCGC00257484-01"	"Tox21_303404"	"7681-76-7"	144213715	"Ronidazole"	"A"	"A"	"5094"	16-JAN-19 01.02.54.000000000 PM	"Cn1c(cnc1COC(N)=O)[N+]([O-])=O"
"NCGC00257503-01"	"Tox21_303430"	"1219-38-1"	144213741	"Octylparaben"	"A"	"A"	"14642"	16-JAN-19 01.02.54.000000000 PM	"Oc1ccc(cc1)C(=O)OCCCCCCCC"
"NCGC00257894-01"	"Tox21_200340"	"610-14-0"	144207538	"2-Nitrobenzoyl chloride"	"A"	"B"	"11875"	16-JAN-19 01.02.54.000000000 PM	"O=[N+]([O-])c1ccccc1C(Cl)=O"
"NCGC00258049-01"	"Tox21_200495"	"81-21-0"	144207693	"Dicyclopentadiene dioxide"	"A"	"A"	"6673"	16-JAN-19 01.02.54.000000000 PM	"O1C2CC3C(C12)C5CC3C4OC45"
"NCGC00258266-01"	"Tox21_200712"	"97-39-2"	144207910	"1,3-Bis(2-methylphenyl)guanidine"	"A"	"A"	"7333"	16-JAN-19 01.02.54.000000000 PM	"Cc2ccccc2NC(=N)Nc1ccccc1C"
"NCGC00255733-01"	"Tox21_301982"	"27775-00-4"	144212299	"Isononanamine"	"F"	"Fns"	"119716"	16-JAN-19 01.02.54.000000000 PM	"CC(C)CCCCCCN"
"NCGC00256478-01"	"Tox21_302887"	"6959-48-4"	144213204	"3-(Chloromethyl)pyridine hydrochloride"	"A"	"D"	"23394"	16-JAN-19 01.02.54.000000000 PM	"Cl.ClCc1cccnc1"
"NCGC00255921-01"	"Tox21_302099"	"621-76-1"	144212416	"Tripropyl orthoformate"	"F"	"Fns"	"69311"	16-JAN-19 01.02.54.000000000 PM	"CCCOC(OCCC)OCCC"
"NCGC00255986-01"	"Tox21_301383"	"94-71-3"	144211700	"2-Ethoxyphenol"	"A"	"A"	"66755"	16-JAN-19 01.02.54.000000000 PM	"CCOc1ccccc1O"
"NCGC00256189-01"	"Tox21_302329"	"501-52-0"	144212646	"Hydrocinnamic acid"	"A"	"A"	"107"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)CCc1ccccc1"
"NCGC00256354-01"	"Tox21_303018"	"100-63-0"	144213335	"Phenylhydrazine"	"F"	"Fns"	"7516"	16-JAN-19 01.02.54.000000000 PM	"NNc1ccccc1"
"NCGC00255662-01"	"Tox21_301912"	"1928-47-8"	144212229	"2,4,5-T-2-ethylhexyl"	"A"	"A"	"15998"	16-JAN-19 01.02.54.000000000 PM	"Clc1cc(OCC(=O)OCC(CC)CCCC)c(Cl)cc1Cl"
"NCGC00258789-01"	"Tox21_201237"	"94-80-4"	144208435	"2,4-D 1-butyl ester"	"A"	"A"	"7206"	16-JAN-19 01.02.54.000000000 PM	"Clc1cc(Cl)ccc1OCC(=O)OCCCC"
"NCGC00258844-01"	"Tox21_201292"	"119-93-7"	144208490	"3,3'-Dimethylbenzidine"	"A"	"A"	"8413"	16-JAN-19 01.02.54.000000000 PM	"Cc1cc(ccc1N)c2ccc(N)c(C)c2"
"NCGC00258850-01"	"Tox21_201298"	"1918-02-1"	144208496	"Picloram"	"A"	"A"	"15965"	16-JAN-19 01.02.54.000000000 PM	"Nc1c(Cl)c(nc(Cl)c1Cl)C(=O)O"
"NCGC00258940-01"	"Tox21_201389"	"101-61-1"	144208587	"4,4'-Methylenebis(N,N-dimethylaniline)"	"A"	"A"	"7567"	16-JAN-19 01.02.54.000000000 PM	"CN(C)c2ccc(Cc1ccc(cc1)N(C)C)cc2"
"NCGC00259216-01"	"Tox21_201667"	"93-65-2"	144208865	"Mecoprop"	"A"	"A"	"7153"	16-JAN-19 01.02.54.000000000 PM	"Clc1cc(C)c(OC(C)C(=O)O)cc1"
"NCGC00259232-01"	"Tox21_201683"	"326-61-4"	144208881	"Piperonyl acetate"	"A"	"A"	"9473"	16-JAN-19 01.02.54.000000000 PM	"CC(=O)OCc1ccc2OCOc2c1"
"NCGC00259327-01"	"Tox21_201778"	"111-20-6"	144208976	"Decanedioic acid"	"A"	"A"	"5192"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)CCCCCCCCC(=O)O"
"NCGC00259436-01"	"Tox21_201887"	"57-11-4"	144209085	"Octadecanoic acid"	"A"	"Ac"	"5281"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)CCCCCCCCCCCCCCCCC"
"NCGC00259754-01"	"Tox21_202205"	"15972-60-8"	144209403	"Alachlor"	"A"	"B"	"2078"	16-JAN-19 01.02.54.000000000 PM	"ClCC(=O)N(COC)c1c(cccc1CC)CC"
"NCGC00259829-01"	"Tox21_202280"	"27138-31-4"	144209478	"Di(propylene glycol) dibenzoate"	"A"	"A"	"101560"	16-JAN-19 01.02.54.000000000 PM	"CC(OC(=O)c1ccccc1)COCC(C)OC(=O)c2ccccc2"
"NCGC00259830-01"	"Tox21_202281"	"79-39-0"	144209479	"Methacrylamide"	"A"	"A"	"6595"	16-JAN-19 01.02.54.000000000 PM	"C=C(C)C(N)=O"
"NCGC00259946-01"	"Tox21_202397"	"148-79-8"	144209595	"Thiabendazole"	"A"	"A"	"5430"	16-JAN-19 01.02.54.000000000 PM	"n1c3ccccc3nc1c2cscn2"
"NCGC00259955-01"	"Tox21_202406"	"108-83-8"	144209604	"Diisobutyl ketone"	"AC"	"Ac"	"7958"	16-JAN-19 01.02.54.000000000 PM	"CC(C)CC(=O)CC(C)C"
"NCGC00259971-01"	"Tox21_202422"	"98-86-2"	144209620	"Acetophenone"	"A"	"A"	"7410"	16-JAN-19 01.02.54.000000000 PM	"CC(=O)c1ccccc1"
"NCGC00259998-01"	"Tox21_202449"	"108-77-0"	144209647	"2,4,6-Trichloro-s-triazine"	""	""	"7954"	16-JAN-19 01.02.54.000000000 PM	"Clc1nc(Cl)nc(Cl)n1"
"NCGC00258667-01"	"Tox21_201115"	"NOCAS_24858"	144208313	"m,p-Cresol mixture"	"D"	""	"2879"	16-JAN-19 01.02.54.000000000 PM	"Cc1ccc(O)cc1"
"NCGC00254796-01"	"Tox21_300892"	"52315-07-8"	144211209	"Cypermethrin"	"I"	"I"	"2912"	16-JAN-19 01.02.54.000000000 PM	"Cl/C(Cl)=C/C3C(C(=O)OC(C#N)c2cccc(Oc1ccccc1)c2)C3(C)C"
"NCGC00254838-01"	"Tox21_300936"	"103-74-2"	144211253	"2-(Pyridin-2-yl)ethanol"	"F"	""	"7675"	16-JAN-19 01.02.54.000000000 PM	"OCCc1ccccn1"
"NCGC00255118-01"	"Tox21_302280"	"22398-80-7"	144212597	"Indium(III) phosphide"	""	""	"31170"	16-JAN-19 01.02.54.000000000 PM	"[In]#P"
"NCGC00255193-01"	"Tox21_301604"	"50-27-1"	144211921	"Estriol"	"A"	"A"	"5756"	16-JAN-19 01.02.54.000000000 PM	"Oc3cc4CC[C@@H]1[C@H](CC[C@]2(C)[C@@H](O)[C@H](O)C[C@@H]12)c4cc3"
"NCGC00255506-01"	"Tox21_302227"	"502-55-6"	144212544	"Bis(ethylxanthogen)"	"F"	"Fc"	"10404"	16-JAN-19 01.02.54.000000000 PM	"CCOC(=S)SSC(=S)OCC"
"NCGC00255520-01"	"Tox21_301952"	"494-52-0"	144212269	"L-3-(2'-Piperidyl)pyridine"	"A"	"A"	"205586"	16-JAN-19 01.02.54.000000000 PM	"n1cc(ccc1)[C@@H]2CCCCN2"
"NCGC00255580-01"	"Tox21_301213"	"24579-73-5"	144211530	"Propamocarb"	"A"	"A"	"32490"	16-JAN-19 01.02.54.000000000 PM	"O=C(NCCCN(C)C)OCCC"
"NCGC00255657-01"	"Tox21_301406"	"4845-50-5"	144211723	"1,4-Dioxane-2,3-diol"	"A"	"A"	"96170"	16-JAN-19 01.02.54.000000000 PM	"OC1OCCOC1O"
"NCGC00255869-01"	"Tox21_301451"	"91648-24-7"	144211768	"Pentaerythritol allyl ether"	"F"	"Ac"	"73854"	16-JAN-19 01.02.54.000000000 PM	"C=CCOCC(COCC=C)(CO)COCC=C"
"NCGC00254505-01"	"Tox21_300497"	"56-04-2"	144210815	"6-Methyl-2-thiouracil"	"A"	"A"	"667493"	16-JAN-19 01.02.54.000000000 PM	"O=C1C=C(C)NC(=S)N1"
"NCGC00254561-01"	"Tox21_300653"	"103112-35-2"	144210970	"Fenchlorazole-ethyl"	"A"	"A"	"3033865"	16-JAN-19 01.02.54.000000000 PM	"ClC(Cl)(Cl)c2nc(nn2c1ccc(Cl)cc1Cl)C(=O)OCC"
"NCGC00159412-02"	"Tox21_111645"	"77-86-1"	144205198	"Tromethamine"	"A"	"Ac"	"6503"	16-JAN-19 01.02.54.000000000 PM	"OCC(N)(CO)CO"
"NCGC00167422-01"	"Tox21_112426"	"13838-16-9"	144205979	"Enflurane"	"Ac"	""	"3226"	16-JAN-19 01.02.54.000000000 PM	"FC(Cl)C(F)(F)OC(F)F"
"NCGC00167462-01"	"Tox21_112466"	"77337-73-6"	144206019	"Acamprosate calcium"	"A"	"A"	"155434"	16-JAN-19 01.02.54.000000000 PM	"[Ca+2].O=C(C)NCCCS(=O)(=O)[O-].CC(=O)NCCCS([O-])(=O)=O"
"NCGC00159484-02"	"Tox21_111708"	"15879-93-3"	144205261	"Chloralose"	"A"	"A"	"7057995"	16-JAN-19 01.02.54.000000000 PM	"OC[C@@H](O)[C@H]1O[C@@H]2O[C@@H](O[C@@H]2[C@H]1O)C(Cl)(Cl)Cl"
"NCGC00181002-01"	"Tox21_112654"	"364782-34-3"	144206207	"Cinacalcet hydrochloride"	"A"	"A"	"156418"	16-JAN-19 01.02.54.000000000 PM	"Cl.FC(F)(F)c3cccc(CCCN[C@H](C)c2cccc1ccccc12)c3"
"NCGC00181021-01"	"Tox21_112671"	"465-39-4"	144206224	"Bufogenin"	"A"	"A"	"6917974"	16-JAN-19 01.02.54.000000000 PM	"O=C1C=CC(=CO1)[C@H]3C[C@H]2O[C@]24[C@@H]5CC[C@@H]6C[C@@H](O)CC[C@]6(C)[C@H]5CC[C@]34C"
"NCGC00094806-01"	"Tox21_111333"	"6411-75-2"	144204886	"2-Aminoheptane sulfate"	"A"	"A"	"44134533"	16-JAN-19 01.02.54.000000000 PM	"NC(C)CCCCC.O=S(=O)(O)O.CC(N)CCCCC"
"NCGC00159503-02"	"Tox21_111722"	"53-36-1"	144205275	"Methylprednisolone acetate"	"A"	"A"	"5877"	16-JAN-19 01.02.54.000000000 PM	"CC(=O)OCC(=O)[C@@]4(O)CC[C@@H]3[C@]4(C)C[C@H](O)[C@H]2[C@H]3C[C@H](C)C1=CC(=O)C=C[C@@]12C"
"NCGC00160365-01"	"Tox21_111766"	"3374-22-9"	144205319	"DL-Cysteine"	"Fns"	""	"594"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)C(N)CS"
"NCGC00167507-01"	"Tox21_112505"	"231277-92-2"	144206058	"Lapatinib"	"F"	""	"208908"	16-JAN-19 01.02.54.000000000 PM	"Fc1cccc(c1)COc2ccc(cc2Cl)Nc3ncnc4ccc(cc34)c5ccc(CNCCS(C)(=O)=O)o5"
"NCGC00095125-01"	"Tox21_111435"	"114798-26-4"	144204988	"Losartan"	"A"	"A"	"3961"	16-JAN-19 01.02.54.000000000 PM	"OCc4c(Cl)nc(CCCC)n4Cc1ccc(cc1)c2ccccc2c3nnnn3"
"NCGC00168258-01"	"Tox21_112617"	"28911-01-5"	144206170	"Triazolam"	"A"	"A"	"5556"	16-JAN-19 01.02.54.000000000 PM	"Clc4ccccc4C1=NCc3nnc(C)n3c2ccc(Cl)cc12"
"NCGC00164629-01"	"Tox21_112247"	"26750-81-2"	144205800	"Alibendol"	"A"	"A"	"71916"	16-JAN-19 01.02.54.000000000 PM	"Oc1c(cc(cc1OC)CC=C)C(=O)NCCO"
"NCGC00095303-02"	"Tox21_111501"	"130-16-5"	144205054	"Cloxyquin"	"A"	"A"	"2817"	16-JAN-19 01.02.54.000000000 PM	"Oc1ccc(Cl)c2cccnc12"
"NCGC00165978-01"	"Tox21_112278"	"2695-37-6"	144205831	"Sodium 4-vinylbenzenesulfonate"	"W"	""	"3571582"	16-JAN-19 01.02.54.000000000 PM	"[Na+].O=S([O-])(=O)c1ccc(C=C)cc1"
"NCGC00142484-03"	"Tox21_111560"	"50-89-5"	144205113	"Thymidine"	"A"	"A"	"5789"	16-JAN-19 01.02.54.000000000 PM	"CC1=CN(C(=O)NC1=O)[C@H]2C[C@H](O)[C@@H](CO)O2"
"NCGC00167564-01"	"Tox21_112559"	"10381-75-6"	144206112	"8-Bromotheophylline"	"A"	"A"	"11808"	16-JAN-19 01.02.54.000000000 PM	"O=C2c1nc(Br)nc1N(C)C(=O)N2C"
"NCGC00159375-02"	"Tox21_111615"	"106-50-3"	144205168	"1,4-Benzenediamine"	"Ac"	"F"	"7814"	16-JAN-19 01.02.54.000000000 PM	"Nc1ccc(N)cc1"
"NCGC00091238-02"	"Tox21_111106"	"120-78-5"	144204657	"2,2'-Dithiobisbenzothiazole"	"A"	"D"	"8447"	16-JAN-19 01.02.54.000000000 PM	"c1cccc2sc(nc12)SSc3nc4ccccc4s3"
"NCGC00091695-01"	"Tox21_111162"	"112-24-3"	144204713	"Triethylenetetramine"	"Fns"	""	"5565"	16-JAN-19 01.02.54.000000000 PM	"NCCNCCNCCN"
"NCGC00182709-01"	"Tox21_113021"	"144481-98-1"	144206572	"Landiolol hydrochloride"	"A"	"A"	"164457"	16-JAN-19 01.02.54.000000000 PM	"Cl.CC3(C)OC[C@@H](COC(=O)CCc2ccc(OC[C@@H](O)CNCCNC(=O)N1CCOCC1)cc2)O3"
"NCGC00182984-01"	"Tox21_113298"	"27877-51-6"	144206849	"Tolindate"	"A"	"A"	"34051"	16-JAN-19 01.02.54.000000000 PM	"Cc1cc(ccc1)N(C)C(=S)Oc2ccc3CCCc3c2"
"NCGC00183011-01"	"Tox21_113280"	"123258-84-4"	144206831	"Itasetron"	"A"	"C"	"6918106"	16-JAN-19 01.02.54.000000000 PM	"CN4[C@@H]1CC[C@H]4C[C@H](C1)NC(=O)N2c3ccccc3NC2=O"
"NCGC00254576-01"	"Tox21_300668"	"19666-30-9"	144210985	"Oxadiazon"	"A"	"A"	"29732"	16-JAN-19 01.02.54.000000000 PM	"O=C2OC(=NN2c1cc(OC(C)C)c(Cl)cc1Cl)C(C)(C)C"
"NCGC00254190-01"	"Tox21_300102"	"116-25-6"	144210422	"1-(Hydroxymethyl)-5,5-dimethylhydantoin"	"A"	"D"	"67000"	16-JAN-19 01.02.54.000000000 PM	"CC1(C)C(=O)NC(=O)N1CO"
"NCGC00253912-01"	"Tox21_300100"	"103-90-2"	144210420	"Acetaminophen"	"A"	"A"	"1983"	16-JAN-19 01.02.54.000000000 PM	"Oc1ccc(NC(C)=O)cc1"
"NCGC00253928-01"	"Tox21_300265"	"15307-79-6"	144210585	"Diclofenac sodium"	"A"	"A"	"5018304"	16-JAN-19 01.02.54.000000000 PM	"[Na+].Clc2cccc(Cl)c2Nc1ccccc1CC([O-])=O"
"NCGC00253973-01"	"Tox21_300190"	"115-28-6"	144210510	"Chlorendic acid"	"A"	"A"	"8266"	16-JAN-19 01.02.54.000000000 PM	"ClC2(Cl)C1(Cl)C(Cl)=C(Cl)C2(Cl)C(C1C(=O)O)C(=O)O"
"NCGC00253976-01"	"Tox21_300130"	"101-61-1"	144210450	"4,4'-Methylenebis(N,N-dimethylaniline)"	"A"	"A"	"7567"	16-JAN-19 01.02.54.000000000 PM	"CN(C)c2ccc(Cc1ccc(cc1)N(C)C)cc2"
"NCGC00253997-01"	"Tox21_300301"	"556-52-5"	144210621	"Glycidol"	"F"	""	"11164"	16-JAN-19 01.02.54.000000000 PM	"OCC1CO1"
"NCGC00254397-01"	"Tox21_300633"	"1095-90-5"	144210950	"Methadone hydrochloride"	"A"	"A"	"14184"	16-JAN-19 01.02.54.000000000 PM	"Cl.CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c2ccccc2"
"NCGC00254823-01"	"Tox21_300920"	"10453-86-8"	144211237	"Resmethrin"	"A"	"A"	"5053"	16-JAN-19 01.02.54.000000000 PM	"O=C(OCc2cc(Cc1ccccc1)oc2)C3C(/C=C(\C)C)C3(C)C"
"NCGC00254908-01"	"Tox21_301006"	"1072-15-7"	144211323	"Sulfuric acid, monononyl ester, sodium salt"	"A"	"A"	"23677967"	16-JAN-19 01.02.54.000000000 PM	"[Na+].[O-]S(=O)(=O)OCCCCCCCCC"
"NCGC00183037-01"	"Tox21_113489"	"143-98-6"	144207038	"Dextrorphan tartrate"	"A"	"A"	"5484438"	16-JAN-19 01.02.54.000000000 PM	"O=C(O)[C@H](O)[C@@H](O)C(=O)O.Oc3ccc4C[C@@H]1N(C)CC[C@]2(CCCC[C@H]12)c4c3"
"NCGC00181765-01"	"Tox21_112952"	"103177-37-3"	144206505	"Pranlukast hydrate"	"F"	"A"	"4887"	16-JAN-19 01.02.54.000000000 PM	"O=C(Nc3cccc1c3OC(=CC1=O)c2nnnn2)c5ccc(OCCCCc4ccccc4)cc5"
