condition_concept_name	organ_type
Epidemic polyarthritis	
Exanthema subitum	
Smallpox	
Encephalitis influenzal	
Viral rhinitis	
Fractured skull depressed	
Chloracne	
Cinchonism	
Neonatal complications of substance abuse	
Abdomen crushing	
Dust inhalation pneumopathy	
Child maltreatment syndrome	
Wound contamination	
Vulva injury	
Dermatitis artefacta	
Cold exposure injury	
Silicon granuloma	
Skin flap necrosis	
Electrocardiogram P pulmonale	
Femoral pulse abnormal	
Popliteal pulse decreased	
Biopsy artery	
Vascular test abnormal	
Dexamethasone suppression test positive	
Endoscopy small intestine	
Enteroclysis	
Gastric occult blood positive	
Crossmatch incompatible	
Coagulation factor XII level decreased	
Plasmin inhibitor increased	
Protein S	
Mean cell haemoglobin concentration abnormal	
Mean cell volume	
Stomatocytes present	
Myelocyte present	
Promyelocyte count increased	
Blood bilirubin unconjugated	
Liver function test normal	
Cardiolipin antibody	
Needle biopsy site unspecified abnormal	
Non-high-density lipoprotein cholesterol increased	
Carnitine increased	
Venous oxygen saturation decreased	
Endothelin increased	
Hydroxyproline increased	
Minimum inhibitory concentration	
Mycobacteria blood test positive	
Anti-HBs antibody	
Coxsackie virus serology test positive	
HIV antibody positive	
Hepatitis C RNA fluctuation	
Measles antibody positive	
Virus stool test positive	
Biopsy chest wall abnormal	
Angiogram cerebral abnormal	
CSF cell count abnormal	
CSF lactate increased	
CSF myelin basic protein increased	
Opticokinetic nystagmus tests abnormal	
Orthopedic examination abnormal	
Physical breast examination abnormal	
Alpha-1 anti-trypsin decreased	
Electrophoresis protein	
Urine amino acid level increased	
Nitrite urine absent	
Analgesic drug level	
Muscle relaxant drug level above therapeutic	
Blood ethanol	
Blood selenium decreased	
Iron binding capacity unsaturated increased	
Transferrin abnormal	
Transferrin saturation	
Korsakoff's psychosis alcoholic	
Fatty acid deficiency	
Coma uraemic	
Multi-vitamin deficiency	
Feeding problem in child	
Aneurysmal bone cyst	
Osteosis	
Myalgia intercostal	
Psoas sign	
Palmar fasciitis	
Rhabdomyosarcoma recurrent	
Cartilage development disorder	
Pleural mesothelioma malignant advanced	
Metastases to pharynx	
Paraneoplastic cerebellar degeneration	
Malignant cranial nerve neoplasm	
Urethral polyp	
Benign vulval neoplasm	
Vulval cancer stage I	
Adenosquamous cell lung cancer	Pulmonary
Lung adenocarcinoma recurrent	Pulmonary
Paranasal sinus neoplasm	
Small cell lung cancer recurrent	Pulmonary
Cerebral haemorrhage foetal	
Foetal cerebrovascular disorder	
Encephalopathy neonatal	
Dyskinesia neonatal	
Spastic diplegia	
Cerebral ataxia	
Face presentation	
Galactostasis	
Dysmorphophobia	
Schizophrenia, residual type	
Hypersthenuria	
Cystourethrocele	
Ovarian haematoma	
Penile adhesion	
Prostatic atrophy	
Vaginal haematoma	
Vulval haematoma	
Hyperoxia	
Tonsillar haemorrhage	
Rash rubelliform	
Respite care	
Prescription form tampering	
Mandibular prosthesis user	
Foreign travel	
Tattoo	
Death of child	
Patella replacement	
Anal dilation procedure	
Rectal tube insertion	
Pyloroplasty	
Enterostomy closure	
Caecectomy	
Pelvic pouch procedure	
Nasopharyngeal surgery	
Bile duct exploration	
Amputation of penis	
Cranial nerve operation	
Nerve graft	
Abortion induced complete	
Bladder polypectomy	
Pleural decortication	
Burn dressing	
Drug implantation	
Papilloma excision	
Lipectomy	
Electrolyte substitution therapy	
Exeresis	
Surgical stapling	
Penile torsion	
Blepharosynechia	
Vessel puncture site thrombosis	
Vascular complication associated with device	
Device inversion	
Acquired gene mutation	
Product cleaning inadequate	
Campylobacter sepsis	
Respiratory syncytial virus bronchitis	
Joint capsule rupture	
Orthostatic heart rate response increased	
Homans' sign positive	
Human chorionic gonadotropin decreased	
Urinary glycosaminoglycans increased	
Foetal non-stress test abnormal	
Urobilinogen urine	
Anti-transglutaminase antibody increased	
Rubivirus test positive	
Aeromonas test positive	
Lactobacillus test positive	
Pasteurella test positive	
Bladder transitional cell carcinoma metastatic	
Penile plaque	
Lentigo maligna	
Benzodiazepine drug level	
Spinal artery thrombosis	
Pharyngeal exudate	
Chemotherapy toxicity attenuation	
Foetal placental thrombosis	
Tendon necrosis	
Eyelash hyperpigmentation	
Kidney contusion	
Peripheral nerve sheath tumour malignant	
Breast ulceration	
Squamous cell carcinoma of the vagina	
Pharyngeal cancer	
Reversible cerebral vasoconstriction syndrome	
Exfoliation glaucoma	
Vascular malformation	
Brain empyema	
Mucosal pain	
Uterine adhesions	
Malignant genitourinary tract neoplasm	
Fusobacterium test positive	
Neck plastic surgery	
Catheter site necrosis	
Implant site ulcer	
Device shape alteration	
Stroke volume increased	
Capillary nail refill test	
Heterotopic pregnancy	
Congenital ectopic pancreas	
Lumbarisation	
Colorectal cancer stage IV	
Implant site cyst	
Neurological complication from device	
Leucine aminopeptidase decreased	
Vitamin B6 increased	
Epstein-Barr virus antibody	
JC virus test	
Vestibular function test abnormal	
CSF pressure decreased	
CSF protein	
Electroencephalogram	
Pupillary light reflex tests normal	
Ultrasound bladder abnormal	
Vascular parkinsonism	
Coprolalia	
Male genital tract operation	
Venipuncture	
Infusion site granuloma	
Perennial allergy	
Viral myelitis	
Ovarian cancer stage I	
Urine phosphorus increased	
Fat tissue decreased	
Diabetic glaucoma	
Hepatic enzyme	
Mycoplasma serology	
Myoglobin blood decreased	
Hydraemia	
Muscle graft	
Pancreatic stent placement	
Microembolism	
Coronary no-reflow phenomenon	
Prepyloric stenosis	
Heart rate normal	
Red blood cell burr cells present	
Calcium ionised	
Prostatic intraepithelial neoplasia	
Red blood cell analysis abnormal	
Internal carotid artery kinking	
Dubin-Johnson syndrome	
Pancreatic carcinoma non-resectable	
Bile duct stent removal	
Instillation site foreign body sensation	
Periorbital fat atrophy	
Hepatitis A virus	
Ewing's sarcoma recurrent	
Ovarian epithelial cancer recurrent	
Pigment nephropathy	Renal
Cardiac siderosis	Cardiac
Early menarche	
Administration site abscess	
Implant site induration	
Drug level therapeutic	
Benign neoplasm of testis	
Oligospermia	
Aquagenic pruritus	
Comedone	
Application site hypoaesthesia	
Nasal candidiasis	
Lymphogranuloma venereum	
Progressive external ophthalmoplegia	
AIDS related complex	
Abnormal product of conception	
Cancer gene carrier	
Oestrone increased	
Umbilical cord short	
Epiphyses delayed fusion	
Optic tract glioma	
Malignant neoplasm of orbit	
Blood zinc increased	
Flat feet	
Craniopharyngioma benign	
Astrocytoma malignant	
Optic nerve glioma	
Testicular microlithiasis	
Rectal fistula repair	
Chemotherapy neurotoxicity attenuation	
Acute focal bacterial nephritis	
Methylobacterium infection	
Clostridium test	
Renal haemangioma	Renal
Alveolar rhabdomyosarcoma	
Hypothalamic pituitary adrenal axis suppression	
Pseudomonas aeruginosa meningitis	
Central auditory processing disorder	
Semenuria	
Scrotal varicose veins	
Pancreatic islets hyperplasia	
Congenital hyperthyroidism	
Anaphylactoid syndrome of pregnancy	
Carboxyhaemoglobinaemia	
Hodgkin's disease nodular sclerosis recurrent	
Amniotic fluid embolus	
Long QT syndrome congenital	
Endocarditis pseudomonal	
Aorticopulmonary septal defect	
Goitre congenital	
Gitelman's syndrome	
Ocular cancer metastatic	
Cycloplegia	
Retinal artery spasm	
Gastroparesis postoperative	
Ileus spastic	
Retroperitoneal neoplasm metastatic	
Tongue carcinoma stage IV	
Implant expulsion	
Infusion site fibrosis	
Injection site ischaemia	
Injection site pigmentation changes	
Blast injury	
Anaesthetic complication vascular	
Gastrostomy failure	
Hoigne's syndrome	
Transurethral resection syndrome	
Central venous pressure abnormal	
Autoantibody test	
Blood folate	
Percussion test abnormal	
Fibronectin increased	
Therapeutic agent urine negative	
Therapeutic agent urine positive	
Opiates negative	
Blood selenium increased	
Malignant soft tissue neoplasm	
Cervical spasm	
Neoplasm swelling	
Peripheral nervous system neoplasm	
Lennox-Gastaut syndrome	
Maternal hypertension affecting foetus	
Anaesthetic complication neonatal	
Ileal operation	
Cranial operation	
Tocolysis	
Light anaesthesia	
Infection prophylaxis	
Astringent therapy	
Hypertensive angiopathy	
Carcinoid crisis	
Head and neck cancer metastatic	
Juvenile myoclonic epilepsy	
Acquired syringomyelia	
Enteritis necroticans	
Adrenal gland abscess	
Liver sarcoidosis	Hepatic
Hepatitis C RNA	
Hepatitis C RNA decreased	
Administration site rash	
Conjunctival follicles	
Instillation site reaction	
Sleep sex	
Premature recovery from anaesthesia	
Rebound tachycardia	Cardiac
Alpers' disease	
Congenital floppy infant	
Tracheal atresia	
Holmes-Adie pupil	
Retinal artery stenosis	
Tertiary syphilis	
Catecholamines urine	
Oesophagoscopy	
Prothrombin consumption time prolonged	
White blood cell analysis decreased	
Tumour marker test	
Eosinophils urine	
Vital capacity abnormal	
Laryngoscopy	
Chest wall necrosis	
Intraosseous angioma	
Choroid plexus papilloma	
Maxillofacial sinus neoplasm	
Marchiafava-Bignami disease	
Hypokinesia neonatal	
Coma neonatal	
Automatism epileptic	
Overwork	
Death of sibling	
Ex-smoker	
Jejunectomy	
T-cell depletion	
Psychotherapy	
Thoracic outlet surgery	
Primary ciliary dyskinesia	
Fungal paronychia	
Early infantile epileptic encephalopathy with burst-suppression	
Postictal psychosis	
Intestinal fibrosis	
Drug monitoring procedure not performed	
Protein deficiency anaemia	
Coagulation factor mutation	
Hyperchromasia	
CHARGE syndrome	
Central nervous system dermoid tumour	
Congenital anomalies of ear ossicles	
Stargardt's disease	
Gallbladder anomaly congenital	
Hereditary fructose intolerance	
Congenital diaphragmatic anomaly	
Congenital macrocephaly	
Labyrinthine fistula	
Secondary aldosteronism	
Corneal cyst	
Ophthalmoplegic migraine	
Ascariasis	
Hymenolepiasis	
Appendicitis noninfective	
Anastomotic ulcer perforation	
Jaundice extrahepatic obstructive	
Arthritis allergic	
Urticaria cholinergic	
Chlamydial pelvic inflammatory disease	
Lochial infection	
Renal tuberculosis	
Abortion induced complicated	
Abortion induced incomplete	
Venous bruit	
Epinephrine decreased	
Norepinephrine decreased	
Blood antidiuretic hormone abnormal	
Androgens increased	
Reverse tri-iodothyronine increased	
Coagulation factor XI level decreased	
Plasminogen activator inhibitor increased	
Protein S abnormal	
Thrombin-antithrombin III complex decreased	
Bile output	
Lipoprotein (a) abnormal	
Blood homocysteine decreased	
Biopsy vulva abnormal	
Epiphyseal disorder	
Gestational trophoblastic tumour	
Abortion complicated	
Unstable foetal lie	
Lactation puerperal increased	
Postpartum stress disorder	
Cardiac neurosis	
Phobia of flying	
Bladder necrosis	
Superovulation	
Varicose veins pelvic	
Vulvovaginal ulceration	
Genitalia external painful	
Lichen striatus	
Pityriasis alba	
Onychomalacia	
Exposure to noise	
Cardiac septal defect repair	
Anoplasty	
Lumboperitoneal shunt	
Endocervical curettage	
Oral contraception	
Hysterotomy	
Diaphragmatic operation	
Massage	
Arterectomy with graft replacement	
Vena cava embolism	
Vessel puncture site swelling	
Occupational asthma	
Gastric banding reversal	
Premenstrual pain	
Premenstrual headache	
Herpes simplex meningitis	
Genital herpes simplex	
Portal vein cavernous transformation	
Trigeminal neuritis	
Idiosyncratic alcohol intoxication	
Non-Hodgkin's lymphoma unspecified histology indolent	
Hepatosplenomegaly neonatal	
Cardiac fibroma	Cardiac
Acquired pigmented retinopathy	
Cestode infection	
Systemic leakage	
Kernicterus	
ECG P wave inverted	
Free haemoglobin present	
Glasgow coma scale	
Neurological examination	
Globulin abnormal	
Ewing's sarcoma metastatic	
Akinaesthesia	
Selective mutism	
Teratospermia	
Bariatric gastric balloon insertion	
Detached retina repair	
Herpes simplex oesophagitis	
Penicilliosis	
Paracoccidioides infection	
Congenital abdominal hernia	
Congenital skin disorder	
Retinoblastoma bilateral	
Anorectal varices	
Hepatitis syphilitic	
Hepatitis neonatal	
Human immunodeficiency virus transmission	
Cerebral malaria	
Hepatitis E antigen positive	
Urine cytomegalovirus positive	
Hygroma colli	
Pinealoblastoma	
Tuberculid	
Voyeurism	
Anaemic hypoxia	
Hereditary spherocytosis	
Splenic infection bacterial	
Eosinophilic pustulosis	
Atrioventricular canal	
Ventricular wall thickening	
Hepatic arteriovenous malformation	
Mucopolysaccharidosis I	
Friedreich's ataxia	
ACTH-producing pituitary tumour	
Carcinoid tumour of the caecum	
Benign neoplasm of eyelid	
Oropharyngeal neoplasm benign	
Nematodiasis	
Haemorrhoid infection	
Stomatitis radiation	
Intestinal anastomotic leak	
Puncture site abscess	
Schistosomiasis liver	
Hepatic cancer stage I	Hepatic
Oral allergy syndrome	
Nail bed infection fungal	
Hydrocele male infected	
Shunt blood flow excessive	
Cardiac telemetry abnormal	
Ultrasound Doppler normal	
Epinephrine abnormal	
Beta-N-acetyl-D-glucosaminidase	
Fibrin degradation products	
Vitamin K increased	
Synovial fluid red blood cells positive	
Myoglobin blood	
Epidermal growth factor receptor increased	
Procollagen type I C-terminal propeptide increased	
Biopsy bronchus	
Abdominal aortic bruit	
Salt intoxication	
Leiomyosarcoma recurrent	
Osteosarcoma recurrent	
Tendon neoplasm	
Renal cancer stage III	Renal
Mueller's mixed tumour	
Bronchial polyp	
Pharyngeal cancer metastatic	
Epithelioma	
Immunotactoid glomerulonephritis	
Hypospermia	
Ventricular septal defect repair	
Insertion of ambulatory peritoneal catheter	
Biliopancreatic bypass	
Cervical laser therapy	
Bladder irrigation	
Physiotherapy chest	
Thromboendarterectomy	
Metabolic cardiomyopathy	
Lens discolouration	
Subretinal haematoma	
Small-for-size liver syndrome	
Cerebellopontine angle tumour	
Uterine leiomyoma embolisation	
Dermatofibrosarcoma protuberans	
Gastrostomy tube removal	
Bacillus bacteraemia	
Tachycardia induced cardiomyopathy	Cardiac
Liver palpable	
Hepatitis E virus test positive	
C-telopeptide increased	
Plaque shift	
Eyelid rash	
Pseudomononucleosis	
Retinal coloboma	
Ocular surface disease	
Foot and mouth disease	
Hepatic hydrothorax	
Mucosal induration	
Product gel formation	
Cholelithiasis migration	
Cholestatic pruritus	
Inappropriate device signal detection	
Electrocardiogram normal	
Carotid pulse	
Blood testosterone	
Natural killer T cell count decreased	
Reflex test abnormal	
Semen liquefaction abnormal	
Positional plagiocephaly	
Epithelioid sarcoma	
Glial scar	
Sympathicotonia	
Hyposomnia	
Magical thinking	
Diuretic effect	
Vulval haemorrhage	
Retirement	
Peripheral nerve neurostimulation	
Poor feeding infant	
Acquired porphyria	
Puncture site discharge	
Infusion site hypersensitivity	
Tri-iodothyronine free abnormal	
Angiogram cerebral	
Radioactive iodine therapy	
Tracheostomy tube removal	
Intravenous catheter management	
N-terminal prohormone brain natriuretic peptide abnormal	
Incision site rash	
Hepatic dysplasia	
Sensory level	
Optic nerve operation	
Mycobacterium ulcerans infection	
Glucose tolerance impaired in pregnancy	
Lip and/or oral cavity cancer stage 0	
Flavobacterium infection	
Periprosthetic osteolysis	
Anxiety postoperative	
Metamyelocyte count	
Blood 25-hydroxycholecalciferol increased	
Bone formation test abnormal	
C-telopeptide	
Bone scan	
Uterine carcinoma in situ	
Vulval cancer recurrent	
Respiratory tract carcinoma in situ	
Brow ptosis	
Pharyngeal pouch	
Skeletal traction	
Femoral hernia repair	
Spinal support	
Acrochordon excision	
Traction	
Microvascular coronary artery disease	
Arthrotomy	
Stoma complication	
Intestinal scarring	
Tubal rupture	
Schizencephaly	
Pure white cell aplasia	
B-cell small lymphocytic lymphoma stage IV	
Tuberculosis of peripheral lymph nodes	
Reticuloendothelial system stimulated	
Neonatal candida infection	
Lysozyme increased	
Matrix metalloproteinase-3 increased	
Fungal DNA test positive	
Tonsillar neoplasm	
Emphysematous bulla	
Tropical sprue	
Chronic myeloid leukaemia (in remission)	
Leukaemia granulocytic	
Jessner's lymphocytic infiltration	
Leukocyte vacuolisation	
Withdrawal arrhythmia	
Mitochondrial DNA mutation	
Rectal atresia	
Craniorachischisis	
